Id,SalePrice
1461,129896.83
1462,158038.28
1463,180249.11
1464,190594.27
1465,186588.44
1466,176135.56
1467,174591.5
1468,166790.39
1469,167129.94
1470,128287.88
1471,205033.77
1472,93662.55
1473,98660.414
1474,155098.66
1475,128822.195
1476,384334.8
1477,260480.94
1478,297691.06
1479,261848.86
1480,499844.16
1481,305299.12
1482,210324.33
1483,180215.7
1484,167222.0
1485,174013.98
1486,196855.52
1487,346871.62
1488,229259.25
1489,208515.89
1490,206596.33
1491,187179.2
1492,95682.09
1493,194259.47
1494,290944.56
1495,282444.53
1496,237318.44
1497,194276.0
1498,161383.97
1499,161694.11
1500,157882.58
1501,177563.73
1502,158227.44
1503,325355.03
1504,229281.48
1505,224437.64
1506,176095.6
1507,245232.83
1508,198989.98
1509,166283.77
1510,150968.86
1511,145369.67
1512,171266.8
1513,140390.98
1514,169886.89
1515,198725.28
1516,162609.94
1517,157714.89
1518,130607.35
1519,221709.7
1520,136209.19
1521,141767.58
1522,159324.17
1523,112321.63
1524,125773.67
1525,126826.34
1526,116131.625
1527,105967.87
1528,130828.33
1529,152165.8
1530,176820.52
1531,102198.12
1532,99745.6
1533,153494.8
1534,123651.22
1535,154388.1
1536,113281.72
1537,67328.16
1538,175367.22
1539,205899.78
1540,91570.164
1541,142182.95
1542,142253.23
1543,225985.27
1544,79860.32
1545,114177.07
1546,132305.94
1547,136826.52
1548,134417.45
1549,117623.664
1550,140633.55
1551,106391.03
1552,136827.06
1553,155964.53
1554,115338.266
1555,175180.61
1556,86645.484
1557,117636.836
1558,96111.836
1559,78012.59
1560,134811.4
1561,138317.9
1562,124890.65
1563,120649.33
1564,165495.86
1565,144263.97
1566,238553.36
1567,66810.75
1568,230530.23
1569,132663.12
1570,137038.62
1571,129453.38
1572,158077.4
1573,255656.55
1574,110214.8
1575,213652.39
1576,246504.02
1577,204105.94
1578,156479.48
1579,151821.69
1580,186389.72
1581,154223.42
1582,125674.38
1583,305512.16
1584,233340.83
1585,142575.72
1586,66839.21
1587,93829.96
1588,159431.48
1589,95006.37
1590,134186.7
1591,102348.54
1592,110466.26
1593,128490.48
1594,162134.52
1595,111090.28
1596,241178.58
1597,184579.89
1598,197032.22
